6148,6148,450,291,558,1171,779,4107,2692,879,1004,2545,777,199,609,2803,6265,4451,637,561,387,331,451,354,423,3479,3853,1895,390,918,7985,3825,3593,3772,509,5751,3767,17367,18227,104901,122609,56607,62572,66342,169311,84532,108969,167692,190006,163409,192356
6148,450,779,291,199,6148,558,2692,4107,1004,1171,3593,879,7985,3479,4451,2545,3825,2803,3853,1895,3767,17367,3772,423,331,561,387,918,609,777,6265,637,509,451,354,5751,390,18227,56607,169311,62572,66342,104901,84532,167692,108969,122609,190006,163409,192356
6148,291,450,1171,558,1004,7985,3593,3767,779,3772,199,6148,2692,4451,879,3479,3825,2545,4107,3853,2803,17367,331,1895,387,561,777,637,451,609,354,509,918,423,6265,5751,18227,56607,190006,62572,66342,108969,84532,104901,169311,122609,167692,163409,192356
291,779,450,6148,2692,6148,558,3479,879,199,1171,1004,561,331,918,609,509,637,354,4451,1895,387,777,451,423,7985,3772,4107,2545,2803,3767,390,3853,3593,3825,5751,6265,17367,18227,66342,56607,62572,169311,84532,104901,108969,167692,192356,122609,190006,163409
779,6148,558,2692,291,450,199,6148,3767,3593,331,561,879,1171,1004,7985,4451,3825,2545,4107,2803,3853,918,387,1895,6265,3479,17367,609,3772,637,451,354,777,509,5751,423,390,18227,56607,169311,66342,62572,104901,84532,108969,190006,122609,167692,163409,192356
450,779,6148,6148,291,558,199,7985,3853,1171,2692,1004,879,918,4451,3479,387,3825,1895,331,561,609,509,637,2545,2803,777,354,451,390,4107,3772,3767,423,3593,5751,6265,17367,18227,169311,66342,56607,62572,84532,167692,104901,108969,190006,122609,163409,192356
6148,450,291,2692,879,6148,779,558,199,1895,17367,3593,1171,7985,3825,3479,2545,4451,4107,2803,1004,3853,3767,331,561,387,3772,918,777,609,637,509,6265,354,451,423,390,5751,18227,56607,169311,66342,62572,104901,84532,108969,190006,122609,163409,167692,192356
450,6148,558,3593,6148,291,779,199,3767,879,1171,2692,1004,4107,4451,3479,3825,7985,2545,1895,2803,3853,17367,3772,331,561,387,918,609,6265,777,637,509,451,354,423,390,5751,18227,56607,169311,66342,62572,104901,84532,108969,190006,122609,167692,163409,192356
6148,291,558,199,450,6148,2803,779,3479,2545,1171,2692,879,1004,3825,4107,4451,7985,609,6265,3853,1895,3767,17367,331,3772,3593,561,387,423,918,509,777,390,637,451,354,5751,18227,56607,169311,62572,66342,104901,84532,167692,108969,122609,190006,163409,192356
6148,291,558,199,450,3479,6148,2692,779,1895,561,3772,879,1171,1004,7985,3825,4451,4107,2545,2803,918,3853,17367,3767,387,3593,331,777,609,637,451,354,509,423,6265,390,5751,18227,56607,169311,66342,62572,104901,84532,167692,108969,122609,190006,163409,192356
