17564347982894003874,3
17564347982894003874,0
17564347982894003874,3
17564347982894003874,0
17564347982894003874,5
17564347982894003874,7
17564347982894003874,0
17564347982894003874,16
17564347982894003874,0
17564347982894003874,14
17564347982894003874,14
17564347982894003874,73
17564347982894003874,102
17564347982894003874,4
17564347982894003874,112
17564347982894003874,31
17564347982894003874,36
17564347982894003874,68
2860930673435014646,6
2860930673435014646,7
2860930673435014646,0
2860930673435014646,5
2860930673435014646,0
2860930673435014646,2
2860930673435014646,1
2860930673435014646,0
2860930673435014646,16
2860930673435014646,0
2860930673435014646,0
2860930673435014646,18
2860930673435014646,111
2860930673435014646,4
2860930673435014646,94
2860930673435014646,56
2860930673435014646,30
2860930673435014646,71
2860930673435014646,52
15801834761027697424,7
15801834761027697424,0
15801834761027697424,0
15801834761027697424,1
15801834761027697424,6
15801834761027697424,8
15801834761027697424,7
15801834761027697424,51
15801834761027697424,43
15801834761027697424,0
15801834761027697424,16
15801834761027697424,85
15801834761027697424,5
15801834761027697424,98
15801834761027697424,60
15801834761027697424,51
1928907723015619445,0
1928907723015619445,7
1928907723015619445,6
1928907723015619445,0
1928907723015619445,6
1928907723015619445,4
1928907723015619445,5
1928907723015619445,0
1928907723015619445,14
1928907723015619445,76
1928907723015619445,4
1928907723015619445,118
1928907723015619445,29
1928907723015619445,53
1928907723015619445,50
1928907723015619445,78
48796517519600940,0
48796517519600940,4
48796517519600940,0
48796517519600940,5
48796517519600940,0
48796517519600940,10
48796517519600940,38
48796517519600940,51
48796517519600940,7
48796517519600940,0
48796517519600940,6
48796517519600940,15
48796517519600940,117
48796517519600940,4
48796517519600940,122
48796517519600940,67
48796517519600940,71
5714016519085779037,7
5714016519085779037,0
5714016519085779037,0
5714016519085779037,2
5714016519085779037,4
5714016519085779037,0
5714016519085779037,5
5714016519085779037,0
5714016519085779037,8
5714016519085779037,35
5714016519085779037,19
5714016519085779037,71
5714016519085779037,91
5714016519085779037,5
5714016519085779037,119
5714016519085779037,30
5714016519085779037,63
15635147488741636231,0
15635147488741636231,7
15635147488741636231,0
15635147488741636231,7
15635147488741636231,3
15635147488741636231,9
15635147488741636231,9
15635147488741636231,60
15635147488741636231,11
15635147488741636231,0
15635147488741636231,16
15635147488741636231,83
15635147488741636231,6
15635147488741636231,104
15635147488741636231,34
15635147488741636231,50
15635147488741636231,59
4991914397283484890,4
4991914397283484890,0
4991914397283484890,0
4991914397283484890,6
4991914397283484890,7
4991914397283484890,14
4991914397283484890,56
4991914397283484890,7
4991914397283484890,0
4991914397283484890,17
4991914397283484890,72
4991914397283484890,6
4991914397283484890,108
4991914397283484890,29
4991914397283484890,51
4991914397283484890,58
15992238794101224940,5
15992238794101224940,0
15992238794101224940,5
15992238794101224940,0
15992238794101224940,8
15992238794101224940,6
15992238794101224940,9
15992238794101224940,44
15992238794101224940,40
15992238794101224940,0
15992238794101224940,17
15992238794101224940,86
15992238794101224940,8
15992238794101224940,103
15992238794101224940,47
15992238794101224940,51
6101267958782992464,12
6101267958782992464,0
6101267958782992464,3
6101267958782992464,0
6101267958782992464,5
6101267958782992464,0
6101267958782992464,0
6101267958782992464,52
6101267958782992464,12
6101267958782992464,5
6101267958782992464,5
6101267958782992464,99
6101267958782992464,41
6101267958782992464,13
6101267958782992464,98
6101267958782992464,47
6101267958782992464,37
14835121756686634852,0
14835121756686634852,0
14835121756686634852,8
14835121756686634852,3
14835121756686634852,7
14835121756686634852,6
14835121756686634852,10
14835121756686634852,31
14835121756686634852,8
14835121756686634852,0
