0.071668244,0.076644669,0.129560709,0.131406642,0.138238139,0.147520415,0.152240693,0.17174348,0.218283279,0.226619022,0.270694454,0.281876793,0.312838496,0.35115313,0.353222888
0.045717903,0.04547878,0.045459221,0.099298284,0.114124698,0.130758439,0.138543567,0.1629216,0.21226635,0.213224619,0.253499859,0.265731472,0.303027993,0.345853124,0.347358887
0.05050042,0.053501843,0.067232518,0.092553938,0.1019867,0.10629365,0.121369238,0.151723008,0.184952677,0.192137571,0.236668647,0.247772982,0.271237028,0.314601831,0.316682256
0.030611659,0.040554745,0.046465709,0.052621336,0.05673496,0.056718895,0.115764296,0.148000106,0.163484471,0.185777658,0.196934936,0.271703884,0.296989436,0.304361574,0.324441007
0.025470718,0.05593536,0.058768641,0.07825922,0.100648933,0.106589907,0.123079489,0.160844122,0.197121289,0.205779737,0.238173622,0.271720967,0.300132956,0.304942976,0.324319346
0.050663908,0.061514418,0.100282378,0.107691298,0.108314809,0.122070579,0.132762392,0.163248329,0.203874089,0.20857722,0.279787744,0.288092299,0.311856379,0.332295054,0.335954576
0.02656963,0.035687826,0.053524285,0.054003047,0.088198918,0.1095758,0.112149355,0.152666475,0.197008432,0.221226399,0.260136958,0.267768479,0.315210847,0.317952496,0.323498002
0.051394109,0.053068906,0.073108345,0.114598349,0.121027758,0.132351698,0.143660865,0.157897652,0.2232585,0.226033131,0.270746558,0.278482857,0.300996271,0.337213994,0.339105886
0.059347684,0.062946554,0.113816552,0.132387738,0.137725963,0.149813721,0.150908978,0.153240489,0.21368289,0.223331132,0.268895379,0.284523673,0.329608973,0.345898098,0.372745025
0.054583049,0.059529767,0.104366486,0.109220411,0.117115114,0.139255179,0.14465548,0.15862843,0.212105,0.216756602,0.251457046,0.264088316,0.334243185,0.343593837,0.347052918
0.054495741,0.054304784,0.097371571,0.121340135,0.127343351,0.146569261,0.151445614,0.155699753,0.215362826,0.218612248,0.258253146,0.270009818,0.297513753,0.309337309,0.331762721
0.027438649,0.037792554,0.053964202,0.056668548,0.094222871,0.098591908,0.115838726,0.141863493,0.193099728,0.221573778,0.255824197,0.281514631,0.330254464,0.339787153,0.344425585
0.03034724,0.039521582,0.058578414,0.061287957,0.103448404,0.119731942,0.124324128,0.158654808,0.16154575,0.2025897,0.293306505,0.291998814,0.335814326,0.353020421,0.37997458
0.058496175,0.058626972,0.106740593,0.110373888,0.121979467,0.142673952,0.146172932,0.150514117,0.203161896,0.205550328,0.244770032,0.257788149,0.291526555,0.308406041,0.322512633
0.043156447,0.049963031,0.056597908,0.099945319,0.109087622,0.125434572,0.128273279,0.155547303,0.196300188,0.197852361,0.272268981,0.274362488,0.307100734,0.330548097,0.334269058
0.03158921,0.060587855,0.067323542,0.110921506,0.118229877,0.149719281,0.151933677,0.155166609,0.226636157,0.232641396,0.27740538,0.288441263,0.319040113,0.33643567,0.36636347
0.038143096,0.056102926,0.059651932,0.102835599,0.103036781,0.115107773,0.132942906,0.156715877,0.201770014,0.217704699,0.253991624,0.286355911,0.317947704,0.34027963,0.368352885
0.051288262,0.056008924,0.076392986,0.092101586,0.09207909,0.096787745,0.102422767,0.161834587,0.198594326,0.219584335,0.252482694,0.263065266,0.294968891,0.312462925,0.339677221
0.034803029,0.055272574,0.055273726,0.113406854,0.123287986,0.136045676,0.142142409,0.157170707,0.204085466,0.208560708,0.24774252,0.257905345,0.29543894,0.308187062,0.324063711
0.057545512,0.061158569,0.066297751,0.07978994,0.107785958,0.108503401,0.11789457,0.157253149,0.203322317,0.214145021,0.282288636,0.284428441,0.308991132,0.338133917,0.340169438
0.05476205,0.05868482,0.069484569,0.098822701,0.102461261,0.120665287,0.126636277,0.152988224,0.206508974,0.206823513,0.253288443,0.291355444,0.309879142,0.329097123,0.357411466
0.029483444,0.050216828,0.051133657,0.090524862,0.094709504,0.101504542,0.123902805,0.140109323,0.14978031,0.183483852,0.249281504,0.25064415,0.310357011,0.317162531,0.320640493
0.048446037,0.058174616,0.058787757,0.094914323,0.104423339,0.110722891,0.125781959,0.154326787,0.200046493,0.206901043,0.243457903,0.259733589,0.301624538,0.345181539,0.347435957
0.037339135,0.055095832,0.055487378,0.101263294,0.102369377,0.119025118,0.121477974,0.154598852,0.191499135,0.193509824,0.245074313,0.253825138,0.279609391,0.296789168,0.322111917
0.057413984,0.058676772,0.058676033,0.086700685,0.114539273,0.131863762,0.138863161,0.156151535,0.214427942,0.220456297,0.294434726,0.305012743,0.308369801,0.323045109,0.331545228
0.052971579,0.054479565,0.067662688,0.092704931,0.104180504,0.104155573,0.131340332,0.160073541,0.193242843,0.19961555,0.248644118,0.255899063,0.312910074,0.321748042,0.325678614
0.030362042,0.056127772,0.059911493,0.099925998,0.120098936,0.120753642,0.141200981,0.17317066,0.217156516,0.227804822,0.257260453,0.279485309,0.300765249,0.335195672,0.338163355
0.036971959,0.054730437,0.054970696,0.101872313,0.105937376,0.115508591,0.119146813,0.160498378,0.208235545,0.212344957,0.241471887,0.284695748,0.318103952,0.333166048,0.356892152
0.026100529,0.035280845,0.052972673,0.056232668,0.108719136,0.118031449,0.136845921,0.145449444,0.218147229,0.239030335,0.274072879,0.279043097,0.311744967,0.329148184,0.353403556
0.030604899,0.038466829,0.057243069,0.059911173,0.11356905,0.139299512,0.147439741,0.16265076,0.229885616,0.27015307,0.297210608,0.308114901,0.335751362,0.383507588,0.38800534
