0.039945976,0.051668354,0.065854313,0.074817944,0.081530642,0.095707512,0.108763735,0.161674424,0.171183397,0.213441255,0.241800407,0.246552238,0.252114369,0.258735827,0.263407337,0.267970866,0.28961717,0.29633233,0.303995251,0.309256321,0.340291116,0.340277567,0.343427125,0.363666572,0.429607604,0.438485713,0.636050725,1.099233137,1.132718486
0.042905159,0.062065799,0.063878434,0.065440796,0.109682081,0.130692732,0.135630506,0.152994054,0.200187641,0.223751723,0.249277067,0.278921271,0.278621273,0.313458171,0.314885339,0.319657323,0.329691547,0.330600689,0.331536496,0.347895724,0.376545346,0.373846178,0.398332617,0.446002608,0.550871321,0.556609647,0.810042712,1.404702743,1.448863241
0.038098263,0.039686385,0.055454059,0.095015812,0.096906523,0.107160403,0.111296583,0.127661219,0.141409663,0.205576518,0.241388668,0.274573191,0.286775026,0.315320004,0.317037381,0.322701168,0.323183354,0.327061382,0.332720562,0.353084891,0.355165453,0.385140455,0.387640248,0.414879346,0.45907493,0.477488443,0.639665557,1.0614613450000001,1.088563701
0.055722925,0.055977437,0.059867487,0.060980451,0.150064671,0.18660361,0.214229506,0.369976073,0.41415307,0.487886178,0.489185171,0.531051789,0.533219263,0.537426402,0.540210131,0.552830298,0.553013155,0.553482979,0.554184466,0.566425776,0.575034967,0.57575676,0.575586304,0.600803262,0.664727266,0.749696431,0.956028566,1.428402624,1.472978548
0.02741885,0.031052589,0.055486499,0.056259711,0.063629925,0.063657074,0.150042243,0.169625924,0.237157095,0.379368459,0.412298765,0.434321564,0.45183688,0.467017516,0.471211011,0.476151331,0.479289215,0.486829536,0.491911232,0.508063988,0.527635889,0.544773739,0.5500763,0.588449023,0.66735778,0.718846183,0.952287306,1.40161063,1.431380859
0.039473521,0.040374,0.05908769,0.060873714,0.064118541,0.066494984,0.067625521,0.087500802,0.120473379,0.193503833,0.198346138,0.205243867,0.225156976,0.232335218,0.235547506,0.238351543,0.238588331,0.246281667,0.249607514,0.25567145,0.265296019,0.27075934,0.281531323,0.362039037,0.386902049,0.41679638,1.221497361,1.646531768,1.677399582
0.028157594,0.031149089,0.060367814,0.06065462,0.061015577,0.062373086,0.063552692,0.121584398,0.148265206,0.166858925,0.206302445,0.32978404,0.370512508,0.3702396,0.410560691,0.411243324,0.416000632,0.418368793,0.444438038,0.460185161,0.485867039,0.488207022,0.532707324,0.567491417,0.663741543,0.700724485,0.880261548,1.363240444,1.392907534
0.028259049,0.030200278,0.031547811,0.058216582,0.060277428,0.081107596,0.164023583,0.228746016,0.331008369,0.392857961,0.422838036,0.434540471,0.442312282,0.442393003,0.454200322,0.453684311,0.474362685,0.476782065,0.47874761,0.516764192,0.548109654,0.548987321,0.551384262,0.580919152,0.693814506,0.70953525,0.886265914,1.257039175,1.286478641
0.03410555,0.162773871,0.16355035,0.163753476,0.165790164,0.185583528,0.233362659,0.260639469,0.395947255,0.399489878,0.451037348,0.498570895,0.516574937,0.546638494,0.547641947,0.551102299,0.552655493,0.553059031,0.572001407,0.588376016,0.610163503,0.61100804,0.612264948,0.667976244,0.736861301,0.758291874,0.95617528,1.44483222,1.480554258
0.028527484,0.056019975,0.057003925,0.06238793,0.06773121,0.084332278,0.102565937,0.116140172,0.134189194,0.226697762,0.249301983,0.294014643,0.310058055,0.331316255,0.335376572,0.335818538,0.338845803,0.33998475,0.341977067,0.357673833,0.372646346,0.372639864,0.397857333,0.408304468,0.524409293,0.52538665,0.784745485,1.326336526,1.3591532
0.02823771,0.030062381,0.055792824,0.058577796,0.060161937,0.060756867,0.065228984,0.09567967,0.097923104,0.150626622,0.18511602,0.196811372,0.221903121,0.22717756,0.240503861,0.240791238,0.245183148,0.248640665,0.249312915,0.255200446,0.261932035,0.272565701,0.300223532,0.314008812,0.412822694,0.416171991,0.611456187,1.041421959,1.0704815619999999
0.027295541,0.034282224,0.035094527,0.058952553,0.060801373,0.060938409,0.153263353,0.167754852,0.238588504,0.351654952,0.408502702,0.452805242,0.470850188,0.484421301,0.495346251,0.495600631,0.506300745,0.508839356,0.527542441,0.539876369,0.552974856,0.574976561,0.577178708,0.603955761,0.653412023,0.687720842,0.878714058,1.44340027,1.482427733
0.030887812,0.056326749,0.057155965,0.056890314,0.065259037,0.086466203,0.126238342,0.152540476,0.301660428,0.320178629,0.372899112,0.397876351,0.441665664,0.442699275,0.448981159,0.449862652,0.457565257,0.478459,0.495565989,0.512570274,0.540135739,0.54191059,0.563599311,0.622337421,0.663837275,0.710185896,0.928852535,1.389230892,1.416219783
