0.058528444,0.576605419,0.577073383,0.577479222,0.577024374,0.577618584,0.577642645,0.577581401,0.577428913,0.577739913,0.577465062,0.577924736,0.578157454,0.5783949,0.578669498,0.578558064,0.578898539,0.579194534,0.579889587,0.580009525,0.581495611,0.582961564,0.589171586,0.751344087,0.755521173,0.89974005,0.900281887,0.940069955,0.941039104,0.959727007,1.089432276,1.156285824,1.224121906,1.337470213,1.451347184,1.614933851,1.757063824,1.84445159,1.9512814509999998,2.166299449,2.288096642,2.367523677,2.476006045,2.860410196
0.044487398,0.172923587,0.181404829,0.181783575,0.181643826,0.18181802,0.182210182,0.182745915,0.182547883,0.182862476,0.183011593,0.183097732,0.183203409,0.183182008,0.183139508,0.183588386,0.183582934,0.183757609,0.185308764,0.186061429,0.186651261,0.187929675,0.189517496,0.218707635,0.242228415,0.382020218,0.44314722,0.443213293,0.456378116,0.542983079,0.544082256,0.617662798,0.655100585,0.745317681,0.827620966,0.93743305,1.043387524,1.117119085,1.222791228,1.2634269900000001,1.464696994,1.5858045459999999,1.701922725,2.141753385
0.043958838,0.133690079,0.13409494,0.134122548,0.134525342,0.136515322,0.136426006,0.137797149,0.137874928,0.138499054,0.139227996,0.139371015,0.140266823,0.141987788,0.142539506,0.142534196,0.142388487,0.142978515,0.14368171,0.144282482,0.144482118,0.144358541,0.144734263,0.151243442,0.157378715,0.538726311,0.540042216,0.541490595,0.547795306,0.61065253,0.611348121,0.626503424,0.668115338,0.717368264,0.763101802,0.829723393,0.895989621,0.948642567,1.025248311,1.15264251,1.206164974,1.280846828,1.355310436,1.631255918
0.042499855,0.091605012,0.092663347,0.092019689,0.092559007,0.090792051,0.093427769,0.094609476,0.094092153,0.093176426,0.093005071,0.095111352,0.091964876,0.092799993,0.095058943,0.091997363,0.094318529,0.093295456,0.094253701,0.093978853,0.093610689,0.094328881,0.126650431,0.138308495,0.149061483,0.573541369,1.050837158,1.158876337,1.164775028,1.165056177,1.541701875,1.5451750359999998,1.5769771559999999,1.5927234989999999,1.643610086,1.712834567,1.779722657,1.830580281,1.9039879750000002,2.009920447,2.077654251,2.125432557,2.194764433,2.4625089239999998
0.03417782,0.116905224,0.117008424,0.117866808,0.118320824,0.118499967,0.11800296,0.118759916,0.118626675,0.118505692,0.11913016,0.11958044,0.11960025,0.119715102,0.119650327,0.119604401,0.119818746,0.120144759,0.120227438,0.121121375,0.124751088,0.1338991,0.139849762,0.399464604,0.429393388,0.61522088,0.645679272,0.650093696,0.650837332,0.765583226,0.765728338,0.857148333,0.929608191,0.939267353,1.030642005,1.130818647,1.235315091,1.307352283,1.4128509980000001,1.617904011,1.660132943,1.729419882,1.827788549,2.16150176
0.034836346,0.167921582,0.168517526,0.169008801,0.169513359,0.169503917,0.169523038,0.169971555,0.169983565,0.170257191,0.170217041,0.170181203,0.170518444,0.170724377,0.170712184,0.170838552,0.170925733,0.170887297,0.170936758,0.171159938,0.179453184,0.183991811,0.382244007,0.414735149,0.444385497,0.554470348,0.554992655,0.555151629,0.561662542,0.626198589,0.699329308,0.762509427,0.77676587,0.789847092,0.830695611,1.002958017,1.1432076549999999,1.236856242,1.372169593,1.56381309,1.6447986810000002,1.69204878,1.793683828,2.236174358
0.043438558,0.134884091,0.135612328,0.135308593,0.135797194,0.136591445,0.136981275,0.137305518,0.137626723,0.137973227,0.138845393,0.138568733,0.139241921,0.139425316,0.139307687,0.139626021,0.139402307,0.140424497,0.14104254,0.142141907,0.141897138,0.142775517,0.142580025,0.150686219,0.159031356,0.39816518,0.40490642,0.405293586,0.411125739,0.411577584,0.459379156,0.47417121,0.588167718,0.644457221,0.689418745,0.767887354,0.844269094,0.907911487,0.998578933,1.133313652,1.188632041,1.29397086,1.387217112,1.707480592
0.035023107,0.46398536,0.464046438,0.465690683,0.466262301,0.466317745,0.466454472,0.466494596,0.466733059,0.466790697,0.466989082,0.466962273,0.467111409,0.467942817,0.468010438,0.468549154,0.46916267,0.4692387,0.469786186,0.470145703,0.470183418,0.473121247,0.47359576,0.491454469,0.550669716,0.717655577,0.77856307,0.778629282,0.794379258,0.897189905,0.898466602,0.975888758,1.015821917,1.107908837,1.192955122,1.308604713,1.396061672,1.459850672,1.558750823,1.695282164,1.7726814370000001,1.821858489,1.8984506209999998,2.183377003
0.032792981,0.283948641,0.285275479,0.285798466,0.285708586,0.285804044,0.286128973,0.286011097,0.286477179,0.286525174,0.287088367,0.286962512,0.287139732,0.287137492,0.287497095,0.287746513,0.287725865,0.287473904,0.287839047,0.288091906,0.288425913,0.292503499,0.294983309,0.607387412,0.650822011,0.805018771,0.832534009,0.843283589,0.845513939,0.90071262,0.902867684,0.948795972,0.999913392,1.064970893,1.145857714,1.242223097,1.320986029,1.407935494,1.523826475,1.739424918,1.862032109,1.942900517,2.055474862,2.377809236
0.034999484,0.187470551,0.187789284,0.187744195,0.188287856,0.188750833,0.188651762,0.188849254,0.18928862,0.189325099,0.189806978,0.189706604,0.190027221,0.190330582,0.191194443,0.190966584,0.191554979,0.192100706,0.192451792,0.192012292,0.193246317,0.193520822,0.209407933,0.222902983,0.222191777,0.318712391,0.318919516,0.330460003,0.330955078,0.407321665,0.433250143,0.47385229,0.512238297,0.521632836,0.570249094,0.673254532,0.765366911,0.832737843,0.926295014,1.109622137,1.208717482,1.265993501,1.351817609,1.6616216289999999
